,code,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate
226,HK.00700,2015-12-02 00:00:00,153.82,152.62,154.42,151.92,51.867,0.002,20711745,3188409600.0,-0.391
227,HK.00700,2015-12-03 00:00:00,152.72,153.32,154.32,151.92,52.104,0.002,28096751,4335739392.0,0.458
228,HK.00700,2015-12-04 00:00:00,149.92,149.92,150.52,147.92,50.956,0.005,49898559,7495586816.0,-2.217
229,HK.00700,2015-12-07 00:00:00,151.52,149.82,151.62,149.52,50.923,0.002,21270875,3217991168.0,-0.066
230,HK.00700,2015-12-08 00:00:00,149.92,148.62,149.92,147.32,50.518,0.001,17790393,2660582144.0,-0.8
231,HK.00700,2015-12-09 00:00:00,147.32,149.62,150.92,147.32,50.854,0.002,18826804,2838999040.0,0.672
232,HK.00700,2015-12-10 00:00:00,150.82,149.32,150.82,148.92,50.754,0.001,13447879,2029370752.0,-0.2
233,HK.00700,2015-12-11 00:00:00,149.82,146.52,150.02,145.82,49.808,0.002,19677356,2926902016.0,-1.875
234,HK.00700,2015-12-14 00:00:00,144.42,145.42,145.72,141.92,49.437,0.001,16805584,2446722560.0,-0.75
235,HK.00700,2015-12-15 00:00:00,145.62,146.42,148.22,145.42,49.775,0.001,16121681,2387570176.0,0.687
236,HK.00700,2015-12-16 00:00:00,149.92,150.72,150.92,148.42,51.226,0.001,14423284,2175860992.0,2.936
237,HK.00700,2015-12-17 00:00:00,152.02,150.52,152.62,150.22,51.159,0.001,15988503,2433472768.0,-0.132
238,HK.00700,2015-12-18 00:00:00,150.42,150.22,151.22,149.72,51.057,0.001,18276015,2768144384.0,-0.199
239,HK.00700,2015-12-21 00:00:00,150.02,149.22,150.22,148.82,50.72,0.0,8975296,1351128576.0,-0.665
240,HK.00700,2015-12-22 00:00:00,150.22,149.72,150.22,148.22,50.888,0.0,6942130,1043750208.0,0.335
241,HK.00700,2015-12-23 00:00:00,150.32,151.12,151.42,150.12,51.361,0.0,7423667,1127795968.0,0.935
242,HK.00700,2015-12-24 00:00:00,151.92,150.72,151.92,150.52,51.226,0.0,4784383,727884672.0,-0.264
243,HK.00700,2015-12-28 00:00:00,151.32,149.82,151.42,149.52,50.923,0.0,6710219,1017621248.0,-0.597
244,HK.00700,2015-12-29 00:00:00,150.62,149.72,150.92,149.22,50.888,0.0,7371486,1112850304.0,-0.066
245,HK.00700,2015-12-30 00:00:00,150.82,149.62,151.32,149.42,50.854,0.0,7126584,1079749376.0,-0.066
246,HK.00700,2015-12-31 00:00:00,150.42,151.42,151.62,150.02,51.463,0.0,6854089,1041952064.0,1.203
247,HK.00700,2016-01-04 00:00:00,150.32,148.02,150.92,147.62,50.319,0.001,16047213,2402627584.0,-2.245
248,HK.00700,2016-01-05 00:00:00,147.72,146.32,149.42,145.52,49.745,0.001,16171969,2393377536.0,-1.148
249,HK.00700,2016-01-06 00:00:00,144.62,144.92,145.82,144.02,49.273,0.001,15614519,2280396800.0,-0.956
250,HK.00700,2016-01-07 00:00:00,143.52,139.12,144.92,138.92,47.316,0.002,23664491,3356817408.0,-4.002
251,HK.00700,2016-01-08 00:00:00,139.72,141.52,142.62,139.72,48.125,0.001,18564802,2648564736.0,1.725
252,HK.00700,2016-01-11 00:00:00,137.12,136.92,140.22,136.62,46.574,0.002,22362124,3108050432.0,-3.25
253,HK.00700,2016-01-12 00:00:00,135.92,135.02,138.72,134.82,45.931,0.002,22078580,3034118656.0,-1.387
254,HK.00700,2016-01-13 00:00:00,136.02,136.32,138.92,135.92,46.37,0.002,23863234,3305173504.0,0.962
255,HK.00700,2016-01-14 00:00:00,134.42,136.02,137.42,133.92,46.27,0.002,26513641,3623885312.0,-0.22
256,HK.00700,2016-01-15 00:00:00,136.12,135.92,138.32,135.22,46.236,0.002,23969812,3300509696.0,-0.073
257,HK.00700,2016-01-18 00:00:00,133.92,134.92,136.52,133.22,45.898,0.002,21919138,2975647488.0,-0.735
258,HK.00700,2016-01-19 00:00:00,134.92,138.72,138.92,134.92,47.18,0.002,22604872,3139543040.0,2.816
259,HK.00700,2016-01-20 00:00:00,135.82,134.32,136.52,132.72,45.695,0.002,26441962,3588168448.0,-3.171
260,HK.00700,2016-01-21 00:00:00,135.12,132.02,137.62,132.02,44.919,0.003,30536391,4153669632.0,-1.712
261,HK.00700,2016-01-22 00:00:00,135.02,137.92,138.62,135.02,43.194,0.002,24549064,3385967616.0,4.469
262,HK.00700,2016-01-25 00:00:00,138.92,143.22,143.62,138.32,44.84,0.003,31154604,4454169600.0,3.842
263,HK.00700,2016-01-26 00:00:00,141.02,140.72,142.42,139.52,44.063,0.002,25339129,3611656960.0,-1.745
264,HK.00700,2016-01-27 00:00:00,142.82,139.42,143.42,137.92,43.659,0.002,27399036,3871827712.0,-0.923
265,HK.00700,2016-01-28 00:00:00,139.42,140.52,142.32,138.32,44.001,0.002,24075438,3398219264.0,0.788
266,HK.00700,2016-01-29 00:00:00,140.02,143.82,143.92,140.02,45.027,0.003,28333807,4058754048.0,2.348
267,HK.00700,2016-02-01 00:00:00,145.22,145.92,146.02,143.72,45.68,0.002,20461010,2987476480.0,1.46
268,HK.00700,2016-02-02 00:00:00,146.62,144.52,146.62,142.92,45.244,0.001,17206088,2508546816.0,-0.959
269,HK.00700,2016-02-03 00:00:00,141.12,140.52,141.12,138.92,44.001,0.002,22333481,3156490240.0,-2.767
270,HK.00700,2016-02-04 00:00:00,141.92,140.82,142.02,140.42,44.095,0.001,16305725,2319344128.0,0.213
271,HK.00700,2016-02-05 00:00:00,141.62,142.82,143.42,141.02,44.716,0.001,12724486,1821430016.0,1.42
272,HK.00700,2016-02-11 00:00:00,136.12,134.82,137.62,133.02,42.23,0.003,36199192,4925743616.0,-5.601
273,HK.00700,2016-02-12 00:00:00,131.62,132.22,133.82,131.02,41.423,0.002,24882572,3312529920.0,-1.928
274,HK.00700,2016-02-15 00:00:00,135.62,137.12,137.52,134.22,42.944,0.002,21699418,2969122048.0,3.705
275,HK.00700,2016-02-16 00:00:00,137.12,138.22,139.32,137.12,43.286,0.001,15525620,2168058880.0,0.802
276,HK.00700,2016-02-17 00:00:00,139.92,137.12,140.42,136.22,42.944,0.001,17255623,2406546944.0,-0.795
277,HK.00700,2016-02-18 00:00:00,140.92,141.22,141.42,138.12,44.22,0.002,20441753,2887306240.0,2.99
278,HK.00700,2016-02-19 00:00:00,139.92,140.12,141.62,139.22,43.847,0.001,12409816,1750617984.0,-0.778
279,HK.00700,2016-02-22 00:00:00,139.92,140.62,141.12,139.42,44.095,0.001,9929873,1403548416.0,0.356
280,HK.00700,2016-02-23 00:00:00,141.42,140.82,141.72,139.52,44.063,0.001,11518408,1634276224.0,0.142
281,HK.00700,2016-02-24 00:00:00,140.62,139.32,140.62,137.52,43.535,0.001,15133469,2120219008.0,-1.065
282,HK.00700,2016-02-25 00:00:00,139.32,137.92,139.92,137.62,43.194,0.001,10914811,1523904768.0,-1.004
283,HK.00700,2016-02-26 00:00:00,139.72,141.62,142.12,139.72,44.344,0.001,17363138,2468745472.0,2.682
284,HK.00700,2016-02-29 00:00:00,141.62,140.82,141.72,138.52,44.125,0.001,14280154,2016311552.0,-0.564
285,HK.00700,2016-03-01 00:00:00,140.92,143.42,143.52,140.42,44.84,0.001,15495668,2215725312.0,1.846
286,HK.00700,2016-03-02 00:00:00,146.02,147.22,147.42,144.72,46.083,0.002,24494602,3608342784.0,2.649
287,HK.00700,2016-03-03 00:00:00,147.92,146.52,147.92,144.92,45.866,0.001,15959001,2348042496.0,-0.475
288,HK.00700,2016-03-04 00:00:00,147.42,146.12,148.32,144.42,45.772,0.002,19713216,2900649472.0,-0.273
289,HK.00700,2016-03-07 00:00:00,146.92,145.42,147.52,144.42,45.525,0.001,13746135,2014765184.0,-0.479
290,HK.00700,2016-03-08 00:00:00,144.22,145.22,145.82,143.02,45.368,0.001,11443398,1665409152.0,-0.137
291,HK.00700,2016-03-09 00:00:00,143.92,144.62,144.72,142.32,45.276,0.001,14067392,2036768128.0,-0.413
292,HK.00700,2016-03-10 00:00:00,144.02,143.92,145.12,143.72,45.058,0.001,10098636,1467310976.0,-0.484
293,HK.00700,2016-03-11 00:00:00,143.72,147.02,147.42,143.22,46.053,0.001,17498941,2573937152.0,2.153
294,HK.00700,2016-03-14 00:00:00,147.92,152.22,152.42,147.32,47.606,0.003,29679645,4496817664.0,3.536
295,HK.00700,2016-03-15 00:00:00,149.72,150.22,152.42,149.52,46.923,0.001,16207912,2455605760.0,-1.313
296,HK.00700,2016-03-16 00:00:00,149.72,149.82,150.42,148.12,46.798,0.001,13922389,2094617472.0,-0.266
297,HK.00700,2016-03-17 00:00:00,151.92,151.22,152.42,149.92,47.234,0.001,13648090,2077900032.0,0.934
298,HK.00700,2016-03-18 00:00:00,157.92,156.82,158.12,154.72,49.035,0.005,52010024,8186653696.0,3.703
299,HK.00700,2016-03-21 00:00:00,157.52,157.02,157.62,156.02,49.159,0.001,18616859,2938231040.0,0.127
300,HK.00700,2016-03-22 00:00:00,158.82,158.42,158.82,156.92,49.596,0.002,19946868,3175977728.0,0.891
301,HK.00700,2016-03-23 00:00:00,158.72,158.62,158.82,157.32,49.658,0.001,15437949,2458602240.0,0.126
302,HK.00700,2016-03-24 00:00:00,157.92,157.72,158.72,156.62,49.316,0.001,18441336,2923115776.0,-0.567
303,HK.00700,2016-03-29 00:00:00,157.92,156.22,157.92,155.92,48.881,0.001,16821224,2654766080.0,-0.951
304,HK.00700,2016-03-30 00:00:00,157.92,157.12,158.42,156.82,49.159,0.002,20832229,3304315136.0,0.576
305,HK.00700,2016-03-31 00:00:00,158.22,157.32,158.22,156.02,49.222,0.001,17515647,2770418688.0,0.127
306,HK.00700,2016-04-01 00:00:00,158.52,157.42,158.52,156.72,49.222,0.001,16035756,2540682496.0,0.063
307,HK.00700,2016-04-05 00:00:00,155.92,155.52,155.92,153.32,42.998,0.001,14500421,2262255872.0,-1.206
308,HK.00700,2016-04-06 00:00:00,156.52,157.92,158.02,155.92,43.657,0.001,17760189,2810256640.0,1.543
309,HK.00700,2016-04-07 00:00:00,158.82,160.72,160.92,158.52,44.48,0.002,21771425,3500903168.0,1.773
310,HK.00700,2016-04-08 00:00:00,159.42,158.92,159.92,158.12,43.93,0.001,15163620,2426670848.0,-1.119
311,HK.00700,2016-04-11 00:00:00,157.12,158.42,159.72,157.12,43.848,0.001,9401820,1499878400.0,-0.314
312,HK.00700,2016-04-12 00:00:00,158.82,158.92,159.12,158.12,43.903,0.001,12312707,1968370816.0,0.315
313,HK.00700,2016-04-13 00:00:00,160.92,163.42,163.62,160.12,45.139,0.003,32538517,5305223680.0,2.831
314,HK.00700,2016-04-14 00:00:00,164.42,163.92,166.12,160.42,45.304,0.002,25301265,4152151808.0,0.305
315,HK.00700,2016-04-15 00:00:00,163.42,164.22,164.42,162.32,45.387,0.001,11408552,1880256896.0,0.183
316,HK.00700,2016-04-18 00:00:00,163.92,164.62,164.92,163.02,45.523,0.0,9116719,1502276864.0,0.243
317,HK.00700,2016-04-19 00:00:00,164.52,164.62,165.42,162.32,45.442,0.001,13637095,2250030080.0,0.0
318,HK.00700,2016-04-20 00:00:00,164.42,160.82,164.42,160.42,44.425,0.001,15478170,2520935680.0,-2.308
319,HK.00700,2016-04-21 00:00:00,161.92,162.42,163.22,161.02,44.891,0.001,13119646,2138098560.0,0.994
320,HK.00700,2016-04-22 00:00:00,159.92,161.72,161.92,159.12,44.7,0.0,8816777,1424378368.0,-0.43
321,HK.00700,2016-04-25 00:00:00,159.32,158.82,159.92,158.52,43.903,0.001,10729099,1719102336.0,-1.793
322,HK.00700,2016-04-26 00:00:00,159.92,160.72,160.92,157.72,44.425,0.0,8646796,1386253952.0,1.196
323,HK.00700,2016-04-27 00:00:00,159.12,158.42,159.22,157.32,43.821,0.001,11549814,1838571136.0,-1.431
324,HK.00700,2016-04-28 00:00:00,159.62,159.92,161.52,158.92,44.151,0.001,18658830,3010574592.0,0.946
325,HK.00700,2016-04-29 00:00:00,158.92,157.82,159.22,157.72,43.629,0.001,10903878,1737328896.0,-1.313
326,HK.00700,2016-05-03 00:00:00,157.82,154.22,157.82,154.02,42.64,0.001,15337768,2400437760.0,-2.281
327,HK.00700,2016-05-04 00:00:00,154.62,153.42,154.62,152.32,42.366,0.001,16375047,2528596736.0,-0.518
328,HK.00700,2016-05-05 00:00:00,151.92,152.12,153.62,151.42,42.063,0.001,13653426,2098838784.0,-0.847
329,HK.00700,2016-05-06 00:00:00,152.22,152.82,154.42,151.12,42.256,0.001,15884287,2445076480.0,0.46
330,HK.00700,2016-05-09 00:00:00,154.42,154.02,154.72,153.12,42.667,0.001,9424497,1461395200.0,0.785
331,HK.00700,2016-05-10 00:00:00,153.22,155.32,155.62,153.22,42.915,0.001,11847505,1841481856.0,0.844
332,HK.00700,2016-05-11 00:00:00,157.32,155.42,157.32,154.92,42.888,0.001,11585331,1819195392.0,0.064
333,HK.00700,2016-05-12 00:00:00,155.52,153.12,155.52,152.92,42.339,0.001,13276595,2056402048.0,-1.479
334,HK.00700,2016-05-13 00:00:00,154.52,154.02,155.22,152.62,42.558,0.001,18092191,2808471296.0,0.587
335,HK.00700,2016-05-16 00:00:00,155.02,158.82,159.22,154.72,43.903,0.002,21575864,3432888576.0,3.116
336,HK.00700,2016-05-17 00:00:00,161.22,161.82,163.22,159.82,44.728,0.002,22631130,3678038272.0,1.888
337,HK.00700,2016-05-18 00:00:00,159.92,160.02,161.32,158.92,44.287,0.002,20658347,3327170304.0,-1.112
338,HK.00700,2016-05-19 00:00:00,154.22,156.12,158.02,154.22,43.162,0.003,35275128,5543207424.0,-2.437
339,HK.00700,2016-05-20 00:00:00,154.69,157.89,158.59,154.69,43.52,0.002,19185549,3028031232.0,1.133
340,HK.00700,2016-05-23 00:00:00,158.99,158.49,160.99,158.19,43.683,0.001,12215689,1955847424.0,0.38
341,HK.00700,2016-05-24 00:00:00,159.39,159.89,160.39,158.99,44.069,0.001,12328071,1979319168.0,0.883
342,HK.00700,2016-05-25 00:00:00,162.39,163.89,164.19,162.19,45.249,0.002,21579995,3540016128.0,2.501
343,HK.00700,2016-05-26 00:00:00,164.29,163.19,164.29,161.89,44.919,0.001,14457778,2364775936.0,-0.427
344,HK.00700,2016-05-27 00:00:00,164.39,170.59,171.19,163.89,47.006,0.004,41274891,6966025728.0,4.534
345,HK.00700,2016-05-30 00:00:00,170.59,169.29,171.89,168.79,46.676,0.002,21752920,3715085568.0,-0.762
346,HK.00700,2016-05-31 00:00:00,171.39,172.69,173.09,170.39,47.418,0.005,56234547,9718478848.0,2.008
347,HK.00700,2016-06-01 00:00:00,171.39,169.79,172.29,169.19,46.705,0.001,17349933,2971165184.0,-1.679
348,HK.00700,2016-06-02 00:00:00,169.39,169.59,169.89,167.79,46.786,0.002,21462089,3636835328.0,-0.117
349,HK.00700,2016-06-03 00:00:00,169.69,170.19,171.69,168.89,46.979,0.002,27443699,4684158464.0,0.353
350,HK.00700,2016-06-06 00:00:00,169.49,173.19,173.39,169.49,47.721,0.001,17120058,2944536320.0,1.762
351,HK.00700,2016-06-07 00:00:00,174.39,175.99,176.19,173.89,48.462,0.001,17254734,3028985344.0,1.616
352,HK.00700,2016-06-08 00:00:00,175.99,175.29,175.99,173.99,48.325,0.002,18871883,3309337088.0,-0.397
353,HK.00700,2016-06-10 00:00:00,177.89,174.49,177.89,174.19,48.022,0.002,20396824,3594879488.0,-0.456
354,HK.00700,2016-06-13 00:00:00,169.49,168.89,171.19,168.59,46.54,0.002,21169298,3602746368.0,-3.209
355,HK.00700,2016-06-14 00:00:00,168.19,167.69,168.79,166.99,46.182,0.001,17731787,2986353152.0,-0.71
356,HK.00700,2016-06-15 00:00:00,167.09,172.39,173.49,166.69,47.5,0.002,18840580,3223738880.0,2.802
357,HK.00700,2016-06-16 00:00:00,172.19,168.19,172.39,167.79,46.375,0.001,15093895,2562074368.0,-2.436
358,HK.00700,2016-06-17 00:00:00,169.89,168.29,170.69,166.89,46.375,0.001,17880408,3021573376.0,0.059
359,HK.00700,2016-06-20 00:00:00,169.39,170.09,170.59,168.39,46.923,0.001,9428268,1605047424.0,1.069
360,HK.00700,2016-06-21 00:00:00,171.39,172.29,172.69,170.39,47.472,0.001,10084306,1734247808.0,1.293
361,HK.00700,2016-06-22 00:00:00,172.49,176.49,177.29,172.29,48.598,0.002,19634245,3457367808.0,2.437
362,HK.00700,2016-06-23 00:00:00,175.39,175.49,175.79,172.69,48.352,0.001,12236741,2146507008.0,-0.566
363,HK.00700,2016-06-24 00:00:00,174.19,173.19,176.99,167.49,47.638,0.003,30594530,5247317504.0,-1.31
364,HK.00700,2016-06-27 00:00:00,169.49,170.29,171.49,169.49,46.896,0.001,15661330,2678713600.0,-1.674
365,HK.00700,2016-06-28 00:00:00,166.39,169.89,170.19,166.39,46.868,0.001,17951859,3036946944.0,-0.234
366,HK.00700,2016-06-29 00:00:00,169.79,171.79,172.09,169.79,47.308,0.001,13552935,2325334528.0,1.118
367,HK.00700,2016-06-30 00:00:00,174.29,175.49,175.99,173.09,48.407,0.001,16917010,2962109184.0,2.153
368,HK.00700,2016-07-04 00:00:00,177.49,178.29,178.89,176.39,49.175,0.001,16228007,2898010368.0,1.595
369,HK.00700,2016-07-05 00:00:00,178.39,175.79,178.39,175.49,48.352,0.001,9562057,1697454848.0,-1.402
370,HK.00700,2016-07-06 00:00:00,173.49,173.69,174.89,172.39,47.858,0.001,11660048,2031134592.0,-1.194
371,HK.00700,2016-07-07 00:00:00,174.39,175.69,176.79,173.99,48.407,0.0,8015900,1413189376.0,1.151
372,HK.00700,2016-07-08 00:00:00,176.59,176.39,177.79,175.79,48.571,0.001,13824855,2451202560.0,0.398
373,HK.00700,2016-07-11 00:00:00,179.29,179.39,180.19,178.59,49.368,0.001,12848546,2311643648.0,1.7
374,HK.00700,2016-07-12 00:00:00,181.09,180.29,181.09,177.89,49.696,0.001,13839536,2494586112.0,0.501
375,HK.00700,2016-07-13 00:00:00,180.19,180.59,181.09,179.79,49.724,0.001,11209328,2029435520.0,0.166
376,HK.00700,2016-07-14 00:00:00,179.99,182.89,183.39,179.29,50.493,0.001,12671391,2304097792.0,1.273
377,HK.00700,2016-07-15 00:00:00,183.69,184.19,185.59,182.49,50.686,0.001,15489093,2862778624.0,0.71
378,HK.00700,2016-07-18 00:00:00,183.39,184.39,185.19,183.09,50.823,0.001,10032868,1853042176.0,0.108
379,HK.00700,2016-07-19 00:00:00,183.89,182.69,184.39,182.49,50.301,0.001,11782810,2163177984.0,-0.921
380,HK.00700,2016-07-20 00:00:00,183.79,184.99,185.39,182.89,50.96,0.001,13328952,2464057600.0,1.258
381,HK.00700,2016-07-21 00:00:00,185.59,183.99,185.89,183.69,50.796,0.001,14795435,2741260544.0,-0.54
382,HK.00700,2016-07-22 00:00:00,184.39,184.59,184.99,182.99,50.823,0.0,7797326,1441018240.0,0.326
383,HK.00700,2016-07-25 00:00:00,187.39,187.39,187.39,184.59,51.618,0.0,7779949,1452650368.0,1.516
384,HK.00700,2016-07-26 00:00:00,185.59,185.69,189.09,185.59,51.152,0.001,14716619,2766853888.0,-0.907
385,HK.00700,2016-07-27 00:00:00,185.39,188.39,188.39,185.39,51.894,0.001,12088449,2267984896.0,1.454
386,HK.00700,2016-07-28 00:00:00,186.89,188.39,188.79,185.99,51.894,0.001,11646147,2195560960.0,0.0
387,HK.00700,2016-07-29 00:00:00,188.49,185.89,189.19,185.89,51.208,0.001,13351285,2509782784.0,-1.327
388,HK.00700,2016-08-01 00:00:00,186.39,183.89,187.09,183.59,50.658,0.002,20728597,3850390784.0,-1.075
389,HK.00700,2016-08-03 00:00:00,181.39,180.89,182.39,180.89,49.834,0.001,18411964,3357171456.0,-1.631
390,HK.00700,2016-08-04 00:00:00,182.09,181.99,182.99,181.09,50.137,0.001,9639668,1761753216.0,0.608
391,HK.00700,2016-08-05 00:00:00,182.39,183.99,185.49,181.89,50.686,0.001,10032639,1853936896.0,1.098
392,HK.00700,2016-08-08 00:00:00,185.59,188.19,188.29,185.59,51.839,0.001,11907448,2240854528.0,2.282
393,HK.00700,2016-08-09 00:00:00,187.89,187.59,188.89,186.89,51.673,0.0,8133303,1530894080.0,-0.318
394,HK.00700,2016-08-10 00:00:00,186.49,187.39,188.39,186.39,51.618,0.0,7504565,1409837568.0,-0.106
395,HK.00700,2016-08-11 00:00:00,186.19,188.09,188.09,186.19,51.812,0.001,11388699,2141054336.0,0.373
396,HK.00700,2016-08-12 00:00:00,189.89,187.19,190.89,186.89,51.564,0.001,18152988,3433003264.0,-0.478
397,HK.00700,2016-08-15 00:00:00,187.39,190.49,191.09,187.39,52.471,0.001,13190627,2512678400.0,1.762
398,HK.00700,2016-08-16 00:00:00,194.89,194.79,196.89,192.99,53.651,0.002,24569283,4806127616.0,2.257
399,HK.00700,2016-08-17 00:00:00,194.79,192.39,197.29,191.09,52.992,0.001,18473251,3601159168.0,-1.232
400,HK.00700,2016-08-18 00:00:00,204.39,202.39,204.39,199.09,55.737,0.004,41314120,8376214016.0,5.197
401,HK.00700,2016-08-19 00:00:00,204.39,201.19,204.39,200.99,55.409,0.001,12565303,2550190336.0,-0.592
402,HK.00700,2016-08-22 00:00:00,201.39,204.19,204.19,200.79,56.231,0.001,11452880,2323841024.0,1.491
403,HK.00700,2016-08-23 00:00:00,203.59,202.99,204.79,201.79,55.902,0.0,8919309,1818878976.0,-0.587
404,HK.00700,2016-08-24 00:00:00,202.99,200.39,203.99,199.79,55.188,0.001,13621565,2754284544.0,-1.28
405,HK.00700,2016-08-25 00:00:00,201.39,198.89,201.39,198.89,54.777,0.001,10991731,2201423104.0,-0.748
406,HK.00700,2016-08-26 00:00:00,198.59,199.79,201.99,198.59,55.023,0.0,8087753,1625796992.0,0.452
407,HK.00700,2016-08-29 00:00:00,200.19,200.79,201.59,199.39,55.298,0.001,9841567,1980118656.0,0.5
408,HK.00700,2016-08-30 00:00:00,202.19,204.19,204.39,201.39,56.231,0.001,11748201,2395398656.0,1.693
409,HK.00700,2016-08-31 00:00:00,204.39,201.19,204.39,200.39,55.409,0.001,15317560,3102824448.0,-1.469
410,HK.00700,2016-09-01 00:00:00,200.39,201.99,202.79,200.19,55.627,0.001,13605995,2750477312.0,0.397
411,HK.00700,2016-09-02 00:00:00,201.99,201.19,203.99,200.59,55.409,0.001,16427579,3326355968.0,-0.396
412,HK.00700,2016-09-05 00:00:00,203.99,209.59,209.99,202.99,57.715,0.002,18902330,3926198528.0,4.175
413,HK.00700,2016-09-06 00:00:00,209.39,214.39,216.19,208.39,59.033,0.002,19057213,4076833280.0,2.29
414,HK.00700,2016-09-07 00:00:00,215.39,212.59,215.79,210.59,58.539,0.001,17607103,3751778816.0,-0.839
415,HK.00700,2016-09-08 00:00:00,210.99,214.39,215.39,210.79,59.033,0.001,15493743,3321783040.0,0.846
416,HK.00700,2016-09-09 00:00:00,213.99,213.19,215.59,211.59,58.703,0.002,20277736,4340665344.0,-0.559
417,HK.00700,2016-09-12 00:00:00,209.39,206.39,209.99,205.79,56.835,0.002,19921257,4156561664.0,-3.189
418,HK.00700,2016-09-13 00:00:00,208.39,207.39,210.99,206.59,57.111,0.001,14868264,3113344512.0,0.484
419,HK.00700,2016-09-14 00:00:00,205.99,207.99,208.99,205.99,57.276,0.0,7695966,1602648192.0,0.289
420,HK.00700,2016-09-15 00:00:00,207.39,209.19,211.59,207.39,57.604,0.001,18058088,3790313472.0,0.576
421,HK.00700,2016-09-19 00:00:00,211.19,208.79,211.59,206.99,57.494,0.001,18390853,3851202048.0,-0.191
422,HK.00700,2016-09-20 00:00:00,209.39,208.39,209.59,207.39,57.386,0.001,12136871,2533149696.0,-0.191
423,HK.00700,2016-09-21 00:00:00,207.99,210.59,210.79,206.99,57.99,0.001,11514914,2418223360.0,1.055
424,HK.00700,2016-09-22 00:00:00,213.39,213.99,215.19,212.59,58.923,0.001,17844513,3826305024.0,1.614
425,HK.00700,2016-09-23 00:00:00,212.79,217.59,220.19,211.99,59.911,0.002,24975771,5433216000.0,1.682
426,HK.00700,2016-09-26 00:00:00,216.79,212.39,216.79,211.59,58.484,0.001,18583621,3991885824.0,-2.389
427,HK.00700,2016-09-27 00:00:00,214.39,215.19,216.79,213.39,59.252,0.001,14741682,3178935552.0,1.318
428,HK.00700,2016-09-28 00:00:00,213.39,215.99,216.59,213.39,59.472,0.0,8165201,1765869696.0,0.371
429,HK.00700,2016-09-29 00:00:00,217.39,216.99,217.79,215.39,59.747,0.001,11122088,2417848320.0,0.462
430,HK.00700,2016-09-30 00:00:00,214.59,212.39,216.19,212.39,58.484,0.001,14861460,3191784704.0,-2.119
431,HK.00700,2016-10-03 00:00:00,215.79,216.19,216.99,214.99,59.527,0.001,10019132,2170036480.0,1.789
432,HK.00700,2016-10-04 00:00:00,216.59,216.79,216.99,214.79,59.692,0.0,7731679,1676022144.0,0.277
433,HK.00700,2016-10-05 00:00:00,215.99,216.79,216.79,215.19,59.692,0.0,6656378,1442520320.0,0.0
434,HK.00700,2016-10-06 00:00:00,217.39,216.79,217.39,215.99,59.692,0.001,10663786,2316394496.0,0.0
435,HK.00700,2016-10-07 00:00:00,215.99,215.59,216.79,214.79,59.361,0.0,8895336,1924643712.0,-0.553
436,HK.00700,2016-10-11 00:00:00,216.79,215.19,217.59,213.79,59.252,0.001,12705818,2747296768.0,-0.185
437,HK.00700,2016-10-12 00:00:00,212.99,212.79,213.59,210.39,58.594,0.001,16665287,3539844608.0,-1.115
438,HK.00700,2016-10-13 00:00:00,210.39,209.39,212.59,208.79,57.659,0.001,16885861,3556877312.0,-1.597
439,HK.00700,2016-10-14 00:00:00,207.79,208.39,210.39,207.79,57.386,0.001,14025330,2939028480.0,-0.477
440,HK.00700,2016-10-17 00:00:00,208.39,208.19,209.39,206.59,57.331,0.001,9769912,2041113984.0,-0.095
441,HK.00700,2016-10-18 00:00:00,208.79,211.79,212.59,208.39,58.319,0.001,12262915,2596151808.0,1.729
442,HK.00700,2016-10-19 00:00:00,210.79,212.19,213.79,210.79,58.429,0.0,7582360,1613228032.0,0.188
443,HK.00700,2016-10-20 00:00:00,213.39,213.59,214.79,212.79,58.812,0.0,8231296,1765659392.0,0.659
444,HK.00700,2016-10-24 00:00:00,213.19,214.79,214.79,211.59,59.143,0.001,15571635,3332197120.0,0.561
445,HK.00700,2016-10-25 00:00:00,215.59,214.19,215.59,214.19,58.978,0.0,8374373,1804338048.0,-0.279
446,HK.00700,2016-10-26 00:00:00,212.39,211.59,215.19,211.59,58.263,0.0,8775101,1875468032.0,-1.213
447,HK.00700,2016-10-27 00:00:00,211.99,209.99,212.79,209.39,57.825,0.001,10686453,2255892480.0,-0.756
448,HK.00700,2016-10-28 00:00:00,209.99,207.39,210.19,204.59,57.111,0.001,17882318,3724801024.0,-1.238
449,HK.00700,2016-10-31 00:00:00,208.39,205.19,208.39,205.19,56.506,0.001,12093873,2506363648.0,-1.06
450,HK.00700,2016-11-01 00:00:00,207.19,206.59,208.99,206.59,56.89,0.001,15026009,3129281280.0,0.682
451,HK.00700,2016-11-02 00:00:00,204.39,203.79,205.79,202.79,56.123,0.001,13870431,2843476224.0,-1.355
452,HK.00700,2016-11-03 00:00:00,201.79,201.39,202.79,200.19,55.464,0.001,17463544,3530909952.0,-1.177
453,HK.00700,2016-11-04 00:00:00,199.19,199.39,201.59,198.89,54.914,0.001,17022950,3409636864.0,-0.993
454,HK.00700,2016-11-07 00:00:00,198.39,203.59,206.19,198.39,56.068,0.001,16085437,3284761600.0,2.106
455,HK.00700,2016-11-08 00:00:00,205.19,204.99,206.59,203.79,56.451,0.001,12356468,2542176768.0,0.687
